frame,frente,tras,lateral,distancia
387,0,0,1,0
388,0,0,1,0
389,0,0,1,1
390,0,0,1,1
391,0,0,0,1
392,0,0,0,1
393,0,0,0,1
394,0,0,0,1
395,0,0,0,1
396,0,0,0,1
397,0,0,0,0
398,0,0,0,1
399,0,0,0,1
400,0,0,0,1
401,0,0,0,1
402,0,0,0,0
403,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,0,0,0
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,0,1,0
412,0,0,1,0
413,0,0,1,0
414,0,0,1,0
415,0,0,1,0
416,0,0,1,0
417,0,0,1,0
418,0,0,1,0
419,0,0,1,0
420,0,0,1,0
421,0,0,1,0
422,0,0,1,0
423,0,0,1,0
424,0,0,1,0
425,0,0,1,0
426,0,0,1,0
427,0,0,1,0
428,0,0,1,0
429,0,0,1,0
430,0,0,1,0
431,0,0,1,0
432,0,0,1,0
433,0,0,1,0
434,0,0,1,0
435,0,0,1,0
436,0,0,1,0
437,0,0,1,0
438,0,0,1,0
439,0,0,1,0
440,0,0,1,0
441,0,0,1,0
442,0,0,1,0
443,0,0,1,0
444,0,0,1,0
445,0,0,1,0
446,0,0,1,0
447,0,0,1,0
448,0,0,1,0
449,0,0,1,0
450,0,0,1,0
451,0,0,1,0
452,0,0,1,0
453,0,0,1,0
454,0,0,1,0
455,0,0,1,0
456,0,0,1,0
457,0,0,1,0
458,0,0,1,0
459,0,0,1,0
460,0,0,1,0
461,0,0,1,0
462,0,0,1,0
463,0,0,1,0
464,0,0,1,0
465,0,0,1,0
466,0,0,1,0
467,0,0,1,0
468,0,0,1,0
469,0,0,1,0
470,0,0,1,0
471,0,0,1,0
472,0,0,1,0
473,0,0,1,0
474,0,0,1,0
475,0,0,1,1
476,0,0,1,1
477,0,0,1,1
478,0,0,1,1
479,0,0,1,1
480,0,0,1,1
481,0,0,1,1
482,0,0,1,1
483,0,0,1,1
484,0,0,1,1
485,0,0,1,1
486,0,0,1,1
487,0,0,1,1
488,0,0,1,1
489,0,0,1,1
490,0,0,1,1
491,0,0,1,1
492,0,0,1,1
493,0,0,1,1
494,0,0,1,0
495,0,0,1,0
496,0,0,1,0
497,0,0,1,0
498,0,0,1,0
499,0,0,1,0
500,0,0,1,0
501,0,0,1,0
502,0,0,1,0
503,0,0,1,0
504,0,0,1,0
505,0,0,1,0
506,0,0,1,0
507,0,0,1,0
508,0,0,1,0
509,0,0,1,0
510,0,0,1,0
511,0,0,1,0
512,0,0,1,0
513,0,0,1,0
514,0,0,1,0
515,0,0,1,0
516,0,0,1,0
517,0,0,1,0
518,0,0,1,0
519,0,0,1,0
520,0,0,1,1
521,0,0,1,1
522,0,0,1,1
523,0,0,1,1
524,0,0,1,0
525,0,0,1,0
526,0,0,1,0
527,0,0,1,0
528,0,0,0,0
529,0,0,0,0
530,0,0,0,0
531,0,0,0,0
532,0,0,0,0
533,0,0,0,0
534,0,0,0,0
535,0,0,0,0
536,0,0,0,0
537,0,0,0,0
538,0,0,0,0
539,0,0,0,0
540,0,0,0,0
541,0,0,0,0
542,0,0,0,0
543,0,0,0,0
544,0,0,0,0
545,0,0,0,0
546,0,0,0,0
547,0,0,0,0
548,0,0,0,0
549,0,0,0,0
550,0,0,0,0
551,0,0,0,0
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,0,1,0
557,0,0,1,0
558,0,0,1,0
559,0,0,1,0
560,0,0,1,0
561,0,0,1,0
562,0,0,1,0
563,0,0,1,0
564,0,0,0,0
565,0,0,0,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,0,0,0,0
570,0,0,0,0
571,0,0,0,0
572,0,0,0,0
573,0,0,0,0
574,0,0,0,0
575,0,0,0,0
576,0,0,0,0
577,0,0,0,0
578,0,0,0,0
579,0,0,0,0
580,0,0,0,0
581,0,0,1,0
582,0,0,1,0
583,0,0,1,0
584,0,0,1,0
585,0,0,1,0
586,0,0,1,0
587,0,0,1,0
588,0,0,1,0
589,0,0,1,0
590,0,0,1,0
591,0,0,1,0
592,0,0,1,0
593,0,0,1,0
594,0,0,1,0
595,0,0,1,0
596,0,0,1,0
597,0,0,1,0
598,0,0,1,0
599,0,0,1,0
600,0,0,1,0
601,0,0,1,0
602,0,0,1,0
603,0,0,1,0
604,0,0,1,0
605,0,0,1,0
606,0,0,1,0
607,0,0,1,0
608,0,0,1,0
609,0,0,1,0
610,0,0,1,0
611,0,0,1,0
612,0,0,1,0
613,0,0,0,0
614,0,0,0,0
615,0,0,0,0
616,0,0,0,0
617,0,0,0,0
618,0,0,0,0
619,0,0,0,0
620,0,0,0,0
621,0,0,0,0
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,1
627,0,0,0,1
628,0,0,0,1
629,1,0,0,1
630,1,0,0,1
631,1,0,0,1
632,1,0,0,1
633,1,0,0,1
634,1,0,0,1
635,1,0,0,1
636,1,0,0,1
637,1,0,0,1
638,1,0,0,1
639,1,0,0,1
640,1,0,0,1
641,1,0,0,1
642,1,0,0,1
643,1,0,0,1
644,1,0,0,1
645,1,0,0,1
646,1,0,0,1
647,1,0,0,1
648,1,0,0,1
649,1,0,0,1
650,1,0,0,1
651,1,0,0,1
652,1,0,0,1
653,1,0,0,1
654,1,0,0,1
655,1,0,0,1
656,1,0,0,1
657,1,0,0,1
658,1,0,0,1
659,1,0,0,1
660,1,0,0,1
661,1,0,0,1
662,1,0,0,1
663,1,0,0,1
664,1,0,0,1
665,1,0,0,1
666,1,0,0,1
667,1,0,0,1
668,1,0,0,1
669,1,0,0,1
670,1,0,0,1
671,1,0,0,1
672,1,0,0,1
673,1,0,0,1
674,1,0,0,1
675,1,0,0,1
676,1,0,0,1
677,1,0,0,1
678,1,0,0,1
679,1,0,0,1
680,1,0,0,1
681,1,0,0,1
682,1,0,0,1
683,1,0,0,1
684,1,0,0,1
685,1,0,0,1
686,1,0,0,1
687,1,0,0,1
688,1,0,0,1
689,1,0,0,1
690,1,0,0,1
691,1,0,0,1
692,1,0,0,1
693,1,0,0,1
694,1,0,0,1
695,1,0,0,1
696,1,0,0,1
697,1,0,0,1
698,1,0,0,1
699,1,0,0,1
700,1,0,0,1
701,1,0,0,1
702,1,0,0,1
703,1,0,0,1
704,1,0,0,1
705,1,0,0,1
706,1,0,0,1
707,1,0,0,1
708,1,0,0,1
709,1,0,0,1
710,1,0,0,1
711,1,0,0,1
712,1,0,0,1
713,1,0,0,1
714,1,0,0,1
715,1,0,0,1
716,1,0,0,1
717,1,0,0,1
718,1,0,0,1
719,1,0,0,1
720,1,0,0,1
721,1,0,0,1
722,1,0,0,1
723,1,0,0,1
724,1,0,0,1
725,1,0,0,1
726,1,0,0,1
727,1,0,0,1
728,1,0,0,1
729,1,0,0,1
730,1,0,0,1
731,1,0,0,1
732,1,0,0,1
733,1,0,0,1
734,1,0,0,1
735,1,0,0,1
736,1,0,0,1
737,1,0,0,1
738,1,0,0,1
739,1,0,0,1
740,1,0,0,1
741,1,0,0,1
742,1,0,0,1
743,1,0,0,1
744,1,0,0,1
745,1,0,0,1
746,1,0,0,1
747,1,0,0,1
748,1,0,0,1
749,1,0,0,1
750,1,0,0,1
751,1,0,0,1
752,1,0,0,1
753,1,0,0,1
754,1,0,0,1
755,1,0,0,1
756,1,0,0,1
757,0,0,0,1
758,0,0,0,1
759,0,0,0,1
760,0,0,0,1
761,0,0,0,1
762,0,0,0,1
763,0,0,0,1
764,0,0,0,1
765,0,0,0,1
766,1,0,0,1
767,1,0,0,1
768,1,0,0,1
769,1,0,0,1
770,1,0,0,1
771,1,0,0,1
772,1,0,0,1
773,1,0,0,1
774,1,0,0,1
775,1,0,0,1
776,1,0,0,1
777,1,0,0,1
778,1,0,0,1
779,1,0,0,1
780,1,0,0,1
781,1,0,0,1
782,1,0,0,1
783,1,0,0,1
784,1,0,0,1
785,1,0,0,1
786,1,0,0,1
787,1,0,0,1
788,1,0,0,1
789,1,0,0,1
790,1,0,0,1
791,1,0,0,1
792,1,0,0,1
793,1,0,0,1
794,1,0,0,1
795,1,0,0,1
796,1,0,0,1
797,1,0,0,1
798,1,0,0,1
799,1,0,0,1
800,1,0,0,1
801,1,0,0,1
802,1,0,0,1
803,1,0,0,1
804,1,0,0,1
805,1,0,0,1
806,1,0,0,1
807,1,0,0,1
808,1,0,0,1
809,1,0,0,1
810,1,0,0,1
811,1,0,0,1
812,1,0,0,1
813,1,0,0,1
814,1,0,0,1
815,1,0,0,1
816,1,0,0,1
817,1,0,0,1
818,1,0,0,1
819,1,0,0,1
820,1,0,0,1
821,1,0,0,1
822,1,0,0,1
823,1,0,0,1
824,1,0,0,1
825,1,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,0,0,1
829,0,0,0,1
830,0,0,0,1
831,0,0,0,1
832,0,0,0,1
833,0,0,0,1
834,0,0,0,1
835,0,0,0,1
836,0,0,0,1
837,0,0,0,1
838,0,0,0,1
839,0,0,0,1
840,0,0,0,1
841,0,0,0,1
842,0,0,0,1
843,0,0,0,1
844,0,0,0,1
845,0,0,0,1
846,0,0,0,1
847,0,0,0,1
848,0,0,0,1
849,0,0,0,1
850,0,0,0,1
851,0,0,0,1
852,0,0,0,1
853,0,0,0,1
854,0,0,0,1
855,0,0,0,1
856,0,0,0,1
857,0,0,0,1
858,0,0,0,1
859,0,0,0,1
860,0,0,0,1
861,0,0,0,1
862,0,0,0,1
863,0,0,0,1
864,0,0,0,1
865,0,0,0,1
866,0,0,0,1
867,0,0,0,1
868,0,0,0,1
869,0,0,0,1
870,0,0,0,1
871,0,0,0,1
872,0,0,0,1
873,0,0,0,1
874,0,0,0,1
875,0,0,0,1
876,0,0,0,1
877,0,0,0,1
878,0,0,0,1
879,0,0,0,1
880,0,0,0,1
881,0,0,0,1
882,0,0,0,1
883,0,0,0,1
884,0,0,0,1
885,0,0,0,1
886,0,0,0,1
887,0,0,0,1
888,0,0,0,1
889,0,0,0,1
890,0,0,0,1
891,0,0,0,1
892,0,0,0,1
893,0,0,0,1
894,0,0,0,1
895,0,0,0,1
896,0,0,0,1
897,0,0,0,1
898,0,0,0,1
899,0,0,0,1
900,0,0,0,1
901,0,0,0,1
902,0,0,0,1
903,0,0,0,1
904,0,0,0,1
905,0,0,0,1
906,0,0,0,1
907,0,0,0,1
908,1,0,0,1
909,1,0,0,1
910,1,0,0,1
911,0,0,0,1
912,1,0,0,1
913,1,0,0,1
914,1,0,0,1
915,1,0,0,1
916,1,0,0,1
917,1,0,0,1
918,1,0,0,1
919,1,0,1,1
920,1,0,1,1
921,1,0,1,1
922,0,0,1,0
923,0,0,1,0
924,0,0,1,0
925,0,0,1,0
926,0,0,1,0
927,0,0,1,0
928,0,0,1,0
929,0,0,1,0
930,0,0,1,0
931,0,0,1,0
932,0,0,1,0
933,0,0,1,0
934,0,0,1,0
935,0,0,1,0
936,0,0,1,0
937,0,0,1,0
938,0,0,1,0
939,0,0,1,0
940,1,0,1,0
941,0,0,1,0
942,1,0,1,0
943,1,0,1,0
944,1,0,1,0
945,1,0,1,0
946,1,0,1,0
947,1,0,1,0
948,1,0,1,0
949,1,0,1,0
950,1,0,1,0
951,1,0,1,0
952,1,0,1,0
953,1,0,1,0
954,1,0,1,0
955,1,0,1,0
956,1,0,1,0
957,1,0,1,0
958,1,0,1,0
959,1,0,1,0
960,1,0,1,0
961,1,0,1,0
962,1,0,1,0
963,1,0,1,0
964,1,0,1,0
965,1,0,1,0
966,1,0,1,0
967,1,0,1,0
968,1,0,1,0
969,0,0,1,0
970,0,0,1,0
971,0,0,1,0
972,0,0,1,0
973,0,0,1,0
974,0,0,1,0
975,0,0,1,0
976,0,0,1,0
977,0,0,1,0
978,0,0,1,0
979,0,0,1,0
980,0,0,1,0
981,0,0,1,0
982,0,0,1,0
983,0,0,1,0
984,0,0,1,0
985,0,0,1,0
986,0,0,1,0
987,0,0,1,0
988,0,0,1,0
989,0,0,1,0
990,0,0,1,0
991,0,0,1,0
992,0,0,1,0
993,0,0,1,0
994,0,0,1,0
995,0,0,1,0
996,1,0,1,0
997,1,0,1,0
998,1,0,1,0
999,1,0,1,0
1000,0,0,1,1
1001,0,1,1,1
1002,0,1,1,1
1003,0,1,1,1
1004,0,1,0,1
1005,1,1,0,1
1006,1,1,0,1
1007,1,0,0,1
1008,1,0,0,1
1009,0,0,0,1
1010,0,0,0,1
1011,0,0,0,1
1012,1,0,0,0
1013,1,0,0,0
1014,1,0,0,0
1015,1,0,0,0
1016,1,0,0,0
1017,1,0,0,0
1018,1,0,0,0
1019,1,0,0,0
1020,1,0,0,0
1021,1,0,0,0
1022,1,0,1,0
1023,1,0,1,0
1024,0,0,1,0
1025,0,0,1,0
1026,1,0,1,0
1027,0,0,0,0
1028,0,0,0,0
1029,0,0,0,0
1030,1,0,1,0
1031,1,0,1,0
1032,1,0,1,0
1033,1,0,1,0
1034,1,0,1,0
1035,0,1,1,1
1036,0,1,1,1
1037,0,0,0,0
1038,0,1,1,1
1039,0,1,1,1
1040,0,1,1,1
1041,0,1,1,1
1042,0,1,1,1
1043,0,1,1,1
1044,0,1,1,1
1045,0,1,1,1
1046,0,1,1,1
